Prominence Rank,Prominence (m),Height (m),Dominance (%),Peak Name,Country,Location,Google Map Link,Open Street Map Link,Lat/Lon,Map 1:50 000,Map 1:25 000,Grid Ref,Section,Peak Number,Section Order,Family Size,Prominence Group,Height Group,Traditional List,Notes,Wikipedia,"Adapted from 2010 Jim Bloomer, Roddy Urquhart and UK Metric Association"
1410,110,626,0.18,Hudderstone,S,Culter Hills,"https://www.google.com/maps/search/?api=1&query=55.528162113524125,-3.5508730087424922",https://www.openstreetmap.org/search?query=55.528162113524125%2C-3.5508730087424922,"55.528162113524125,-3.5508730087424922",72,336,NT 02200 27140,28B,304.3350101,235.3350101,,P100,H500,Graham Top,,NA,
1410,110,626,0.18,Foel y Geifr,W,Berwyns,"https://www.google.com/maps/search/?api=1&query=52.83476809122422,-3.579241642846888",https://www.openstreetmap.org/search?query=52.83476809122422%2C-3.579241642846888,"52.83476809122422,-3.579241642846888",125,23E,SH 93710 27530,30E,348.1040101,243.1040101,,P100,H500,Hewitt,,http://en.wikipedia.org/wiki/Foel_y_Geifr,
1410,110,633,0.17,Meall na h-Aodainn Moire,S,Glen Tilt & Glen Geldie,"https://www.google.com/maps/search/?api=1&query=56.73983731629885,-3.7320595135228674",https://www.openstreetmap.org/search?query=56.73983731629885%2C-3.7320595135228674,"56.73983731629885,-3.7320595135228674",43,386E,NN 94150 62250,06B,217.5020101,139.5020101,,P100,H500,Graham Top,,NA,
1410,110,637,0.17,Creag Liath,S,Glen Roy to Creag Meaghaidh,"https://www.google.com/maps/search/?api=1&query=57.01019763122638,-4.48411859231892",https://www.openstreetmap.org/search?query=57.01019763122638%2C-4.48411859231892,"57.01019763122638,-4.48411859231892",34,401,NN 49250 93750,09C,203.1040101,143.1040101,,P100,H500,Graham Top,,NA,
1410,110,637,0.17,Whitehope Heights,S,Moffat Hills,"https://www.google.com/maps/search/?api=1&query=55.41109953090005,-3.43018204745251",https://www.openstreetmap.org/search?query=55.41109953090005%2C-3.43018204745251,"55.41109953090005,-3.43018204745251",78,330,NT 09550 13950,28B,304.2930101,235.2930101,,P100,H500,Graham Top,,NA,
1410,110,675,0.16,Creag a'Chinn Duibh,S,Torridon,"https://www.google.com/maps/search/?api=1&query=57.60494756894367,-5.584198445136349",https://www.openstreetmap.org/search?query=57.60494756894367%2C-5.584198445136349,"57.60494756894367,-5.584198445136349","19,24",433,NG 85965 62875,13A,137.1040101,168.1040101,,P100,H500,Graham Top,,NA,
1410,110,787,0.14,Creag Dhubh,S,Monadh Liath,"https://www.google.com/maps/search/?api=1&query=57.105279564286754,-4.100771963209405",https://www.openstreetmap.org/search?query=57.105279564286754%2C-4.100771963209405,"57.105279564286754,-4.100771963209405",35,402,NH 72850 03550,09B,201.0515101,142.0515101,,P100,H750,Corbett Top,,NA,
1410,110,795,0.14,Creag Loisgte,S,Braemar & District,"https://www.google.com/maps/search/?api=1&query=56.965695754139006,-3.3557476412049843",https://www.openstreetmap.org/search?query=56.965695754139006%2C-3.3557476412049843,"56.965695754139006,-3.3557476412049843",43,"387N,388N",NO 17665 86870,07A,215.0512101,140.0512101,,P100,H750,Corbett Top,,NA,
1410,110,835,0.13,Braigh Coire na Conlaich,S,Glen Tromie to Glen Tilt,"https://www.google.com/maps/search/?api=1&query=56.87986982934714,-3.7418151812189664",https://www.openstreetmap.org/search?query=56.87986982934714%2C-3.7418151812189664,"56.87986982934714,-3.7418151812189664",43,394E,NN 93950 77850,06A,211.6420101,141.6420101,,P100,H750,Corbett Top,,NA,
1422,109,515,0.21,Ryder's Hill,E,Dartmoor,"https://www.google.com/maps/search/?api=1&query=50.50603698227076,-3.891314729183564",https://www.openstreetmap.org/search?query=50.50603698227076%2C-3.891314729183564,"50.50603698227076,-3.891314729183564",202,28S,SX 65980 69069,40A,344.1030101,254.1030101,,P100,H500,Dewey,UK's most southerly Prominent Peak,http://en.wikipedia.org/wiki/Ryder%27s_Hill,
1422,109,566,0.19,Meall na Leitreach,S,Assynt,"https://www.google.com/maps/search/?api=1&query=58.25029775890411,-4.82768937226037",https://www.openstreetmap.org/search?query=58.25029775890411%2C-4.82768937226037,"58.25029775890411,-4.82768937226037",15,"440N,442E,445",NC 34150 32550,16E,111.5040101,191.5040101,,P100,H500,unclassified,,NA,
1422,109,604,0.18,Monadh nam Mial,S,Loch Tay to Perth,"https://www.google.com/maps/search/?api=1&query=56.576451453191495,-3.846677625276935",https://www.openstreetmap.org/search?query=56.576451453191495%2C-3.846677625276935,"56.576451453191495,-3.846677625276935",52,379W,NN 86650 44250,01A,286.7035101,101.7035101,,P100,H500,SubGrahamTop,,NA,
1422,109,611,0.18,Earncraig Hill,S,Lowther Hills,"https://www.google.com/maps/search/?api=1&query=55.29569270698222,-3.6188094446048362",https://www.openstreetmap.org/search?query=55.29569270698222%2C-3.6188094446048362,"55.29569270698222,-3.6188094446048362",78,329,NS 97310 01370,27C,304.6940101,235.6940101,,P100,H500,Graham Top,,NA,
1422,109,652,0.17,Am Meallan,S,Glen Affric,"https://www.google.com/maps/search/?api=1&query=57.27835998997719,-5.002442618657356",https://www.openstreetmap.org/search?query=57.27835998997719%2C-5.002442618657356,"57.27835998997719,-5.002442618657356",25,415,NH 19100 24850,11A,151.1040101,159.1040101,,P100,H500,Graham Top,,NA,
1422,109,661,0.16,Sgurr a'Choinnich,S,Cowal,"https://www.google.com/maps/search/?api=1&query=56.118013564124276,-4.962063406880718",https://www.openstreetmap.org/search?query=56.118013564124276%2C-4.962063406880718,"56.118013564124276,-4.962063406880718",56,363N,NS 15950 95650,19C,274.1020101,220.1020101,,P100,H500,Graham Top,,NA,
1422,109,692,0.16,Dun Mor,S,Glen Tromie to Glen Tilt,"https://www.google.com/maps/search/?api=1&query=56.89392638863288,-3.6997844838363836",https://www.openstreetmap.org/search?query=56.89392638863288%2C-3.6997844838363836,"56.89392638863288,-3.6997844838363836",43,394E,NN 96550 79350,06A,211.6430101,141.6430101,,P100,H500,Graham Top,,NA,
1422,109,857,0.13,Great Dodd,E,Lakes: E Fells,"https://www.google.com/maps/search/?api=1&query=54.575949836640504,-3.0195025929783306",https://www.openstreetmap.org/search?query=54.575949836640504%2C-3.0195025929783306,"54.575949836640504,-3.0195025929783306",90,5S,NY 34195 20560,34C,328.1020101,252.1020101,,P100,H750,Hewitt,,http://en.wikipedia.org/wiki/Great_Dodd,
1422,109,866,0.13,Na Rathanan,S,Beinn Alligin,"https://www.google.com/maps/search/?api=1&query=57.59193055352593,-5.559729608777372",https://www.openstreetmap.org/search?query=57.59193055352593%2C-5.559729608777372,"57.59193055352593,-5.559729608777372","19,24",433,NG 87350 61350,13A,137.1020101,168.1020101,,P100,H750,Corbett Top,,NA,
1422,109,869,0.13,Bidein Druim nam Ramh,S,The Cuillin,"https://www.google.com/maps/search/?api=1&query=57.23534883195153,-6.216704644509672",https://www.openstreetmap.org/search?query=57.23534883195153%2C-6.216704644509672,"57.23534883195153,-6.216704644509672",32,411,NG 45650 23950,17B,530.1070101,198.1070101,,P100,H750,Corbett Top,Rock climbing/Scrambling skills required,NA,
1422,109,1036,0.11,Sgurr na Lapaich,S,Glen Affric,"https://www.google.com/maps/search/?api=1&query=57.27267049850315,-5.063121079319273",https://www.openstreetmap.org/search?query=57.27267049850315%2C-5.063121079319273,"57.27267049850315,-5.063121079319273",25,"414N,415",NH 15415 24380,11A,151.1030101,159.1030101,,P100,H1000,MunroTop,,NA,
1422,109,954,0.11,Beinn Liath Mhor Fannaich,S,The Fannaichs,"https://www.google.com/maps/search/?api=1&query=57.70606758049681,-4.989936119885174",https://www.openstreetmap.org/search?query=57.70606758049681%2C-4.989936119885174,"57.70606758049681,-4.989936119885174",20,436S,NH 21950 72405,14B,122.1040101,180.1040101,,P100,H750,Munro,,NA,
1434,108,514,0.21,Pinderachy,S,Glen Clova,"https://www.google.com/maps/search/?api=1&query=56.77566294551602,-2.8876690297988876",https://www.openstreetmap.org/search?query=56.77566294551602%2C-2.8876690297988876,"56.77566294551602,-2.8876690297988876",44,389,NO 45850 65250,07B,215.1550101,140.1550101,,P100,H500,unclassified,,NA,
1434,108,514,0.21,Cnoc an Daimh,S,"Glens Callater, Shee & Ey","https://www.google.com/maps/search/?api=1&query=56.749502385523414,-3.4692076536022785",https://www.openstreetmap.org/search?query=56.749502385523414%2C-3.4692076536022785,"56.749502385523414,-3.4692076536022785",43,387S,NO 10250 62950,06B,215.8050101,140.8050101,,P100,H500,unclassified,,NA,
1434,108,526,0.21,Preston Hill,E,Cheviots,"https://www.google.com/maps/search/?api=1&query=55.50768234995979,-2.123864050135099",https://www.openstreetmap.org/search?query=55.50768234995979%2C-2.123864050135099,"55.50768234995979,-2.123864050135099","74,75",16E,NT 92275 23775,33A,320.1015101,248.1015101,,P100,H500,Dewey,,NA,
1434,108,535,0.2,Small Mount,S,Caithness,"https://www.google.com/maps/search/?api=1&query=58.23502229081838,-3.7202102612411765",https://www.openstreetmap.org/search?query=58.23502229081838%2C-3.7202102612411765,"58.23502229081838,-3.7202102612411765",17,444E,NC 99090 28655,16C,108.1020101,188.1020101,,P100,H500,unclassified,,NA,
1434,108,562,0.19,Sgurr a'Mhuidhe,S,Glen Finnan,"https://www.google.com/maps/search/?api=1&query=56.883029606033816,-5.513331130207022",https://www.openstreetmap.org/search?query=56.883029606033816%2C-5.513331130207022,"56.883029606033816,-5.513331130207022",40,398E,NM 86050 82350,10D,174.6020101,156.6020101,,P100,H500,unclassified,,NA,
1434,108,628,0.17,Creag-mheall Mor,S,Fisherfield,"https://www.google.com/maps/search/?api=1&query=57.778550003082216,-5.376172435201269",https://www.openstreetmap.org/search?query=57.778550003082216%2C-5.376172435201269,"57.778550003082216,-5.376172435201269",19,435N,NG 99350 81550,14A,126.6030101,177.6030101,,P100,H500,Graham Top,,NA,
1434,108,629,0.17,Meall a'Chuaille,S,Strathvaich,"https://www.google.com/maps/search/?api=1&query=57.797338882096994,-4.78877524597817",https://www.openstreetmap.org/search?query=57.797338882096994%2C-4.78877524597817,"57.797338882096994,-4.78877524597817",20,437N,NH 34350 82050,15A,116.1530101,181.1530101,,P100,H500,Graham Top,,NA,
1434,108,631,0.17,Meall a'Chleirich,S,Reay Forest,"https://www.google.com/maps/search/?api=1&query=58.28862058684876,-4.718126127646356",https://www.openstreetmap.org/search?query=58.28862058684876%2C-4.718126127646356,"58.28862058684876,-4.718126127646356",16,447S,NC 40750 36550,16B,102.7030101,184.7030101,,P100,H500,Graham Top,,NA,
1434,108,684,0.16,Stob an Lochain,S,Trossachs,"https://www.google.com/maps/search/?api=1&query=56.21320645226493,-4.47585049693235",https://www.openstreetmap.org/search?query=56.21320645226493%2C-4.47585049693235,"56.21320645226493,-4.47585049693235",57,365S,NN 46550 05050,01C,294.1020101,106.1020101,,P100,H500,Graham Top,,NA,
1434,108,691,0.16,Na h-Uamhachan,S,Locheil,"https://www.google.com/maps/search/?api=1&query=56.904836335595135,-5.341212588782626",https://www.openstreetmap.org/search?query=56.904836335595135%2C-5.341212588782626,"56.904836335595135,-5.341212588782626",40,398E,NM 96650 84250,10D,176.2020101,155.2020101,,P100,H500,Graham Top,,NA,
1434,108,726,0.15,Clough Head,E,Lakes: E Fells,"https://www.google.com/maps/search/?api=1&query=54.593635858726266,-3.03232604084068",https://www.openstreetmap.org/search?query=54.593635858726266%2C-3.03232604084068,"54.593635858726266,-3.03232604084068",90,5S,NY 33395 22540,34C,328.1030101,252.1030101,,P100,H500,Hewitt,,http://en.wikipedia.org/wiki/Clough_Head,
1434,108,732,0.15,Creagan Gorm,S,Cairngorms,"https://www.google.com/maps/search/?api=1&query=57.18783704098861,-3.6917530296407084",https://www.openstreetmap.org/search?query=57.18783704098861%2C-3.6917530296407084,"57.18783704098861,-3.6917530296407084",36,403N,NH 97850 12050,08A,211.5020101,141.5020101,,P100,H500,Graham Top,,NA,
1434,108,801,0.13,Lochcraig Head,S,Moffat Hills,"https://www.google.com/maps/search/?api=1&query=55.445338453120975,-3.318146150543533",https://www.openstreetmap.org/search?query=55.445338453120975%2C-3.318146150543533,"55.445338453120975,-3.318146150543533",79,330,NT 16715 17620,28B,304.1320101,235.1320101,,P100,H750,Corbett Top,,NA,
1434,108,841,0.13,Sgurr a'Chlaidheimh,S,Knoydart,"https://www.google.com/maps/search/?api=1&query=57.07293579690895,-5.379843002403809",https://www.openstreetmap.org/search?query=57.07293579690895%2C-5.379843002403809,"57.07293579690895,-5.379843002403809",33,414S,NG 95225 03065,10B,167.1020101,147.1020101,,P100,H750,Corbett Top,,NA,
1434,108,930,0.12,A'Chailleach,S,Monadh Liath,"https://www.google.com/maps/search/?api=1&query=57.10934184232153,-4.178618517098825",https://www.openstreetmap.org/search?query=57.10934184232153%2C-4.178618517098825,"57.10934184232153,-4.178618517098825",35,402,NH 68150 04150,09B,201.0510101,142.0510101,,P100,H750,Munro,,NA,
1434,108,976,0.11,Coinneach Mhor,S,Beinn Eighe,"https://www.google.com/maps/search/?api=1&query=57.58315877104619,-5.440041062760499",https://www.openstreetmap.org/search?query=57.58315877104619%2C-5.440041062760499,"57.58315877104619,-5.440041062760499",19,433,NG 94450 60005,13A,134.1030101,170.1030101,,P100,H750,MunroTop,,NA,
1450,107,553,0.19,Meall Gorm,S,Glen Muick,"https://www.google.com/maps/search/?api=1&query=56.98640354181137,-3.154331153208852",https://www.openstreetmap.org/search?query=56.98640354181137%2C-3.154331153208852,"56.98640354181137,-3.154331153208852",44,388N,NO 29950 88950,07A,215.0572101,140.0572101,,P100,H500,unclassified,,NA,
1450,107,556,0.19,Ard Nev,S,Rum,"https://www.google.com/maps/search/?api=1&query=57.00207610972585,-6.372181304177846",https://www.openstreetmap.org/search?query=57.00207610972585%2C-6.372181304177846,"57.00207610972585,-6.372181304177846",39,397,NM 34610 98605,17D,550.2020101,202.2020101,,P100,H500,unclassified,,NA,
1450,107,580,0.18,An Creachan,S,Cowal,"https://www.google.com/maps/search/?api=1&query=56.027238070939866,-5.03536763022572",https://www.openstreetmap.org/search?query=56.027238070939866%2C-5.03536763022572,"56.027238070939866,-5.03536763022572",56,363S,NS 10950 85750,19C,276.5020101,221.5020101,,P100,H500,unclassified,,NA,
1450,107,582,0.18,Beinn Dearg Bheag,S,Skye - Strathaird,"https://www.google.com/maps/search/?api=1&query=57.22483286784749,-5.989784812283372",https://www.openstreetmap.org/search?query=57.22483286784749%2C-5.989784812283372,"57.22483286784749,-5.989784812283372",32,"411,412",NG 59265 21955,17C,540.1030101,200.1030101,,P100,H500,unclassified,,NA,
1450,107,697,0.15,Meall na Araich,S,Black Mount,"https://www.google.com/maps/search/?api=1&query=56.550048757168796,-4.899736795724075",https://www.openstreetmap.org/search?query=56.550048757168796%2C-4.899736795724075,"56.550048757168796,-4.899736795724075",50,377E,NN 21850 43550,03C,242.2020101,129.2020101,,P100,H500,Graham Top,,NA,
1450,107,719,0.15,Beinn Lurachan,S,Glen Etive to Glen Lochy,"https://www.google.com/maps/search/?api=1&query=56.46008573988776,-4.978918038692823",https://www.openstreetmap.org/search?query=56.46008573988776%2C-4.978918038692823,"56.46008573988776,-4.978918038692823",50,377W,NN 16550 33750,03C,246.3020101,127.3020101,,P100,H500,Graham Top,,NA,
1450,107,763,0.14,Meall Mor,S,Ardgour,"https://www.google.com/maps/search/?api=1&query=56.798160773007666,-5.461961434113928",https://www.openstreetmap.org/search?query=56.798160773007666%2C-5.461961434113928,"56.798160773007666,-5.461961434113928",40,391,NM 88700 72750,18B,183.4030101,211.4030101,,P100,H750,Corbett Top,,NA,
1450,107,810,0.13,Carn na Laraiche Maoile,S,Monadh Liath,"https://www.google.com/maps/search/?api=1&query=57.17018415795975,-4.342654147665279",https://www.openstreetmap.org/search?query=57.17018415795975%2C-4.342654147665279,"57.17018415795975,-4.342654147665279",35,417,NH 58450 11250,09B,201.0550101,142.0550101,,P100,H750,Corbett Top,,NA,
1450,107,898,0.12,Bogha-cloiche,S,Loch Ericht,"https://www.google.com/maps/search/?api=1&query=56.95479166779042,-4.072560360678881",https://www.openstreetmap.org/search?query=56.95479166779042%2C-4.072560360678881,"56.95479166779042,-4.072560360678881",42,394W,NN 74050 86750,05B,211.7430101,141.7430101,,P100,H750,Corbett Top,,NA,
1450,107,923,0.12,Sgurr nan Each,S,The Fannaichs,"https://www.google.com/maps/search/?api=1&query=57.68085366665943,-5.046582264474756",https://www.openstreetmap.org/search?query=57.68085366665943%2C-5.046582264474756,"57.68085366665943,-5.046582264474756",20,436S,NH 18450 69750,14B,122.3020101,180.3020101,,P100,H750,Munro,,http://en.wikipedia.org/wiki/Sgurr_nan_Each,
1450,107,1103,0.1,Beinn Ghlas,S,Ben Lawers & The Tarmachans,"https://www.google.com/maps/search/?api=1&query=56.535936242213936,-4.236973182412498",https://www.openstreetmap.org/search?query=56.535936242213936%2C-4.236973182412498,"56.535936242213936,-4.236973182412498",51,378E,NN 62530 40455,02B,256.1050101,117.1050101,,P100,H1000,Munro,,http://en.wikipedia.org/wiki/Beinn_Ghlas,
1461,106,510,0.21,Meall a'Chairn,S,Broom Lochs,"https://www.google.com/maps/search/?api=1&query=57.82390978801759,-5.114242197673786",https://www.openstreetmap.org/search?query=57.82390978801759%2C-5.114242197673786,"57.82390978801759,-5.114242197673786",20,436N,NH 15150 85850,14A,124.4030101,175.4030101,,P100,H500,unclassified,,NA,
1461,106,525,0.2,Meluncart,S,Lower Grampians,"https://www.google.com/maps/search/?api=1&query=56.9282618325825,-2.6086950384117156",https://www.openstreetmap.org/search?query=56.9282618325825%2C-2.6086950384117156,"56.9282618325825,-2.6086950384117156",45,396,NO 63050 82050,07B,215.3030101,140.3030101,,P100,H500,unclassified,,NA,
1461,106,531,0.2,Craig of Bunzeach,S,Ballater & District,"https://www.google.com/maps/search/?api=1&query=57.172379213354816,-3.050967324635218",https://www.openstreetmap.org/search?query=57.172379213354816%2C-3.050967324635218,"57.172379213354816,-3.050967324635218",37,405W,NJ 36550 09550,21A,211.2630101,141.2630101,,P100,H500,unclassified,,NA,
1461,106,541,0.2,Clog Knowe,S,Moorfoot Hills,"https://www.google.com/maps/search/?api=1&query=55.66616900891574,-3.094722720958312",https://www.openstreetmap.org/search?query=55.66616900891574%2C-3.094722720958312,"55.66616900891574,-3.094722720958312",73,337,NT 31235 41950,28A,304.5330101,235.5330101,,P100,H500,unclassified,,NA,
1461,106,569,0.19,Tewsgill Hill,S,Culter Hills,"https://www.google.com/maps/search/?api=1&query=55.49682077815325,-3.6455741944813145",https://www.openstreetmap.org/search?query=55.49682077815325%2C-3.6455741944813145,"55.49682077815325,-3.6455741944813145",72,329,NS 96140 23790,28B,304.3360101,235.3360101,,P100,H500,unclassified,,NA,
1461,106,617,0.17,Peter Hill,S,Lower Grampians,"https://www.google.com/maps/search/?api=1&query=56.987092763674816,-2.6968705558421013",https://www.openstreetmap.org/search?query=56.987092763674816%2C-2.6968705558421013,"56.987092763674816,-2.6968705558421013",44,395,NO 57750 88650,07B,215.2550101,140.2550101,,P100,H500,Graham Top,,NA,
1461,106,619,0.17,Beinn Tharsuinn,S,Cowal,"https://www.google.com/maps/search/?api=1&query=56.172041032195864,-4.958168737064969",https://www.openstreetmap.org/search?query=56.172041032195864%2C-4.958168737064969,"56.172041032195864,-4.958168737064969",56,363N,NN 16450 01650,19C,274.2020101,220.2020101,,P100,H500,Graham Top,,NA,
1461,106,643,0.16,Creag a'Chuir,S,Ardverikie,"https://www.google.com/maps/search/?api=1&query=56.9307108092126,-4.459106225947723",https://www.openstreetmap.org/search?query=56.9307108092126%2C-4.459106225947723,"56.9307108092126,-4.459106225947723",42,393,NN 50450 84850,04B,219.2020101,136.2020101,,P100,H500,Graham Top,,NA,
1461,106,848,0.13,A'Chrois,S,Arrochar Alps,"https://www.google.com/maps/search/?api=1&query=56.23139781306145,-4.762638570446226",https://www.openstreetmap.org/search?query=56.23139781306145%2C-4.762638570446226,"56.23139781306145,-4.762638570446226",56,364S,NN 28850 07750,01D,268.3020101,112.3020101,,P100,H750,Corbett Top,,NA,
1461,106,929,0.11,Sgurr nan Saighead,S,Kintail,"https://www.google.com/maps/search/?api=1&query=57.205977308127316,-5.354818329275284",https://www.openstreetmap.org/search?query=57.205977308127316%2C-5.354818329275284,"57.205977308127316,-5.354818329275284",33,414N,NG 97470 17790,11A,155.1020101,161.1020101,,P100,H750,MunroTop,,NA,
1472,105,513,0.2,Meallan a'Mhuthaidh Mor,S,The Fannaichs,"https://www.google.com/maps/search/?api=1&query=57.6535400321057,-4.829695776626986",https://www.openstreetmap.org/search?query=57.6535400321057%2C-4.829695776626986,"57.6535400321057,-4.829695776626986",20,436S,NH 31250 66150,14B,122.2030101,180.2030101,,P100,H500,unclassified,,NA,
1472,105,521,0.2,Moel y Llyn,W,Pumlumon,"https://www.google.com/maps/search/?api=1&query=52.50788619578924,-3.8981372658729754",https://www.openstreetmap.org/search?query=52.50788619578924%2C-3.8981372658729754,"52.50788619578924,-3.8981372658729754",135,23W,SN 71271 91693,31A,380.1025101,245.1025101,,P100,H500,Dewey,,NA,
1472,105,528,0.2,Shill Moor,E,Cheviots,"https://www.google.com/maps/search/?api=1&query=55.431649956831784,-2.090124468879585",https://www.openstreetmap.org/search?query=55.431649956831784%2C-2.090124468879585,"55.431649956831784,-2.090124468879585",80,16E,NT 94395 15310,33A,320.1040101,248.1040101,,P100,H500,Dewey,,NA,
1472,105,529,0.2,Foel Fras,W,Pumlumon,"https://www.google.com/maps/search/?api=1&query=52.51770706097366,-3.820755023126377",https://www.openstreetmap.org/search?query=52.51770706097366%2C-3.820755023126377,"52.51770706097366,-3.820755023126377",135,"23W,215W",SN 76550 92650,31A,380.1015101,245.1015101,,P100,H500,Dewey,,NA,
1472,105,530,0.2,Creag a' Mhadaidh,S,Loch Tay to Perth,"https://www.google.com/maps/search/?api=1&query=56.58481681339396,-3.765669081696941",https://www.openstreetmap.org/search?query=56.58481681339396%2C-3.765669081696941,"56.58481681339396,-3.765669081696941",52,379W,NN 91650 45050,01A,286.7040101,101.7040101,,P100,H500,unclassified,,NA,
1472,105,533,0.2,An t-Sleubhaich,S,Moidart,"https://www.google.com/maps/search/?api=1&query=56.86498016671888,-5.483732854694681",https://www.openstreetmap.org/search?query=56.86498016671888%2C-5.483732854694681,"56.86498016671888,-5.483732854694681",40,"391,398E",NM 87750 80250,18A,180.1030101,207.1030101,,P100,H500,unclassified,,NA,
1472,105,534,0.2,Mynydd Mawr,W,Berwyns,"https://www.google.com/maps/search/?api=1&query=52.84811897255624,-3.289045472179791",https://www.openstreetmap.org/search?query=52.84811897255624%2C-3.289045472179791,"52.84811897255624,-3.289045472179791",125,255,SJ 13285 28625,30E,348.4040101,243.4040101,,P100,H500,Dewey,,NA,
1472,105,573,0.18,Cefn Croes,W,Rhayader,"https://www.google.com/maps/search/?api=1&query=52.404579746735074,-3.7536135765665457",https://www.openstreetmap.org/search?query=52.404579746735074%2C-3.7536135765665457,"52.404579746735074,-3.7536135765665457","135&6,147","213,214W",SN 80800 79955,31C,380.1040101,245.1040101,,P100,H500,Dewey,,NA,
1472,105,590,0.18,Foel Figenau,W,Berwyns,"https://www.google.com/maps/search/?api=1&query=52.8426243827863,-3.6101136728566297",https://www.openstreetmap.org/search?query=52.8426243827863%2C-3.6101136728566297,"52.8426243827863,-3.6101136728566297",125,23E,SH 91650 28450,30E,348.1050101,243.1050101,,P100,H500,Dewey,,NA,
1472,105,593,0.18,Carn Loch nan Eun,S,Inverinate,"https://www.google.com/maps/search/?api=1&query=57.28972980744158,-5.402621965463511",https://www.openstreetmap.org/search?query=57.28972980744158%2C-5.402621965463511,"57.28972980744158,-5.402621965463511","25,33","413N,414N",NG 95050 27250,11A,153.4040101,160.4040101,,P100,H500,unclassified,,NA,
1472,105,630,0.17,Moel Fferna,W,Berwyns,"https://www.google.com/maps/search/?api=1&query=52.94828783716819,-3.3158361845866637",https://www.openstreetmap.org/search?query=52.94828783716819%2C-3.3158361845866637,"52.94828783716819,-3.3158361845866637",125,255,SJ 11685 39800,30E,348.4020101,243.4020101,,P100,H500,Hewitt,,http://en.wikipedia.org/wiki/Moel_Fferna,
1472,105,659,0.16,Cairnsgarroch,S,Galloway Hills,"https://www.google.com/maps/search/?api=1&query=55.194059335817656,-4.333480445463708",https://www.openstreetmap.org/search?query=55.194059335817656%2C-4.333480445463708,"55.194059335817656,-4.333480445463708",77,318,NX 51560 91350,27B,312.3030101,233.3030101,,P100,H500,Graham Top,,NA,
1472,105,677,0.16,Dun Law,S,Lowther Hills,"https://www.google.com/maps/search/?api=1&query=55.404773267090256,-3.7126608419532947",https://www.openstreetmap.org/search?query=55.404773267090256%2C-3.7126608419532947,"55.404773267090256,-3.7126608419532947","71,78",329,NS 91650 13650,27C,304.7730101,235.7730101,,P100,H500,Graham Top,,NA,
1472,105,727,0.14,A'Bhuidheanaich,S,Monadh Liath,"https://www.google.com/maps/search/?api=1&query=57.150491284536,-4.02894023852617",https://www.openstreetmap.org/search?query=57.150491284536%2C-4.02894023852617,"57.150491284536,-4.02894023852617",35,402,NH 77350 08450,09B,201.0525101,142.0525101,,P100,H500,Graham Top,,NA,
1472,105,761,0.14,Carn na Feola,S,Torridon,"https://www.google.com/maps/search/?api=1&query=57.59299225067042,-5.489519371611052",https://www.openstreetmap.org/search?query=57.59299225067042%2C-5.489519371611052,"57.59299225067042,-5.489519371611052",19,433,NG 91550 61250,13A,137.3020101,168.3020101,,P100,H750,Graham Top,,NA,
1472,105,854,0.12,Garbh-charn,S,Strathfarrar,"https://www.google.com/maps/search/?api=1&query=57.427606865244,-4.845547602352697",https://www.openstreetmap.org/search?query=57.427606865244%2C-4.845547602352697,"57.427606865244,-4.845547602352697",25,430,NH 29250 41050,12A,147.6020101,166.6020101,,P100,H750,Corbett Top,,NA,
1472,105,924,0.11,Creag Pitridh,S,Ardverikie,"https://www.google.com/maps/search/?api=1&query=56.89964393018512,-4.484982205414694",https://www.openstreetmap.org/search?query=56.89964393018512%2C-4.484982205414694,"56.89964393018512,-4.484982205414694","34,42",393,NN 48750 81450,04B,219.2030101,136.2030101,,P100,H750,Munro,,NA,
1472,105,953,0.11,Beinn Iutharn Bheag,S,"Glens Callater, Shee & Ey","https://www.google.com/maps/search/?api=1&query=56.894255133702025,-3.535628385612746",https://www.openstreetmap.org/search?query=56.894255133702025%2C-3.535628385612746,"56.894255133702025,-3.535628385612746",43,387N,NO 06550 79150,06B,215.7020101,140.7020101,,P100,H750,MunroTop,,NA,
1490,104,505,0.21,Laibheal a Tuath,S,Lewis - Uig Hills,"https://www.google.com/maps/search/?api=1&query=58.108692269615986,-7.051946986676048",https://www.openstreetmap.org/search?query=58.108692269615986%2C-7.051946986676048,"58.108692269615986,-7.051946986676048",13,458,NB 02550 24450,24A,501.2020101,226.2020101,,P100,H500,unclassified,,NA,
1490,104,521,0.2,Meall a Chathaidh,S,Drumochter Hills,"https://www.google.com/maps/search/?api=1&query=56.786148708405015,-4.055061795167465",https://www.openstreetmap.org/search?query=56.786148708405015%2C-4.055061795167465,"56.786148708405015,-4.055061795167465",42,"386W,394W",NN 74550 67950,05A,207.3030101,137.3030101,,P100,H500,unclassified,,NA,
1490,104,533,0.2,Garn Prys,W,Arenigs,"https://www.google.com/maps/search/?api=1&query=53.02106165324178,-3.660510684937195",https://www.openstreetmap.org/search?query=53.02106165324178%2C-3.660510684937195,"53.02106165324178,-3.660510684937195",116,18E,SH 88715 48375,30D,352.3020101,241.3020101,,P100,H500,Dewey,,NA,
