Prominence Rank,Prominence (m),Height (m),Dominance (%),Peak Name,Country,Location,Google Map Link,Open Street Map Link,Lat/Lon,Map 1:50 000,Map 1:25 000,Grid Ref,Section,Peak Number,Section Order,Family Size,Prominence Group,Height Group,Traditional List,Notes,Wikipedia,"Adapted from 2010 Jim Bloomer, Roddy Urquhart and UK Metric Association"
1008,149,834,0.18,Marg na Craige,S,Monadh Liath,"https://www.google.com/maps/search/?api=1&query=57.04651522174099,-4.275505615367072",https://www.openstreetmap.org/search?query=57.04651522174099%2C-4.275505615367072,"57.04651522174099,-4.275505615367072",35,402,NN 62050 97350,09B,201.0540101,142.0540101,,P100,H750,Corbett Top,,NA,
1008,149,896,0.17,Beinn Gharbh,S,Glen Finnan,"https://www.google.com/maps/search/?api=1&query=56.931562818027494,-5.481722315399486",https://www.openstreetmap.org/search?query=56.931562818027494%2C-5.481722315399486,"56.931562818027494,-5.481722315399486",40,398E,NM 88250 87650,10D,174.2020101,156.2020101,,P100,H750,Corbett Top,,NA,
1016,148,515,0.29,Fanna Hill,S,Roxburgh,"https://www.google.com/maps/search/?api=1&query=55.32093168710123,-2.6795517397143396",https://www.openstreetmap.org/search?query=55.32093168710123%2C-2.6795517397143396,"55.32093168710123,-2.6795517397143396",80,331,NT 56975 03195,28B,320.1070101,248.1070101,,P100,H500,SubMarilyn,,NA,
1016,148,556,0.27,Beinn Tarsuinn,S,Arran,"https://www.google.com/maps/search/?api=1&query=55.65655939735439,-5.291232631858433",https://www.openstreetmap.org/search?query=55.65655939735439%2C-5.291232631858433,"55.65655939735439,-5.291232631858433","62,69",361N,NR 93050 45250,20C,580.3020101,223.3020101,,P100,H500,SubMarilyn,,NA,
1016,148,589,0.25,Sgorr Tuath,S,Coigach,"https://www.google.com/maps/search/?api=1&query=58.01616814540887,-5.200637766483415",https://www.openstreetmap.org/search?query=58.01616814540887%2C-5.200637766483415,"58.01616814540887,-5.200637766483415",15,439E,NC 11035 07480,16F,119.2020101,196.2020101,,P100,H500,SubMarilyn,,NA,
1016,148,635,0.23,Creag an t-Sithein,S,Glen Tilt & Glen Geldie,"https://www.google.com/maps/search/?api=1&query=56.774122863834336,-3.586356421947728",https://www.openstreetmap.org/search?query=56.774122863834336%2C-3.586356421947728,"56.774122863834336,-3.586356421947728",43,387S,NO 03150 65850,06B,217.4020101,139.4020101,,P100,H500,Graham Top,,NA,
1016,148,653,0.23,High Spy,E,Lakes: NW Fells,"https://www.google.com/maps/search/?api=1&query=54.53557036510728,-3.1851023068951956",https://www.openstreetmap.org/search?query=54.53557036510728%2C-3.1851023068951956,"54.53557036510728,-3.1851023068951956","89,90",4S,NY 23415 16235,34B,336.6020101,251.6020101,,P100,H500,Hewitt,,http://en.wikipedia.org/wiki/High_Spy,
1016,148,714,0.21,Hedgehope Hill,E,Cheviots,"https://www.google.com/maps/search/?api=1&query=55.47185983285012,-2.0903746283437155",https://www.openstreetmap.org/search?query=55.47185983285012%2C-2.0903746283437155,"55.47185983285012,-2.0903746283437155",80,16E,NT 94385 19785,33A,320.1025101,248.1025101,,P100,H500,Hewitt,,http://en.wikipedia.org/wiki/Hedgehope_Hill,
1016,148,750,0.2,Diffwys,W,Rhinogs,"https://www.google.com/maps/search/?api=1&query=52.791629725706215,-3.9867328743707056",https://www.openstreetmap.org/search?query=52.791629725706215%2C-3.9867328743707056,"52.791629725706215,-3.9867328743707056",124,18W,SH 66129 23413,30D,356.1020101,242.1020101,,P100,H750,Hewitt,,http://en.wikipedia.org/wiki/Diffwys,
1016,148,923,0.16,An Coileachan,S,The Fannaichs,"https://www.google.com/maps/search/?api=1&query=57.66747594891353,-4.949355493700586",https://www.openstreetmap.org/search?query=57.66747594891353%2C-4.949355493700586,"57.66747594891353,-4.949355493700586",20,436S,NH 24180 68005,14B,122.1030101,180.1030101,,P100,H750,Munro,,NA,
1016,148,1112,0.13,Tom a'Choinich,S,Glen Affric,"https://www.google.com/maps/search/?api=1&query=57.299441307641835,-5.048909673016799",https://www.openstreetmap.org/search?query=57.299441307641835%2C-5.048909673016799,"57.299441307641835,-5.048909673016799",25,415,NH 16405 27320,11A,151.1060101,159.1060101,,P100,H1000,Munro,,NA,
1026,147,573,0.26,Meall na Duibhe,S,Mamores,"https://www.google.com/maps/search/?api=1&query=56.7187184007535,-4.899555933017166",https://www.openstreetmap.org/search?query=56.7187184007535%2C-4.899555933017166,"56.7187184007535,-4.899555933017166",41,"384,392",NN 22655 62315,04A,221.4040101,134.4040101,,P100,H500,SubMarilyn,,NA,
1026,147,601,0.24,Meallan Liath,S,Ben Hope,"https://www.google.com/maps/search/?api=1&query=58.41618794716588,-4.544719918621119",https://www.openstreetmap.org/search?query=58.41618794716588%2C-4.544719918621119,"58.41618794716588,-4.544719918621119",9,"447N,447S",NC 51450 50350,16B,104.1020101,186.1020101,,P100,H500,SubGrahamTop,,NA,
1026,147,615,0.24,Cushat Law,E,Cheviots,"https://www.google.com/maps/search/?api=1&query=55.41756664989084,-2.1150511041696003",https://www.openstreetmap.org/search?query=55.41756664989084%2C-2.1150511041696003,"55.41756664989084,-2.1150511041696003",80,16E,NT 92815 13745,33A,320.1035101,248.1035101,,P100,H500,Hewitt,,NA,
1026,147,633,0.23,Meall a'Bhainne,S,Mamores,"https://www.google.com/maps/search/?api=1&query=56.75789420576936,-4.771755103689566",https://www.openstreetmap.org/search?query=56.75789420576936%2C-4.771755103689566,"56.75789420576936,-4.771755103689566",41,385W,NN 30650 66350,04A,221.4030101,134.4030101,,P100,H500,Graham Top,,NA,
1026,147,712,0.21,Rhinog Fach,W,Rhinogs,"https://www.google.com/maps/search/?api=1&query=52.8243843731109,-3.983462816619751",https://www.openstreetmap.org/search?query=52.8243843731109%2C-3.983462816619751,"52.8243843731109,-3.983462816619751",124,18W,SH 66450 27050,30D,356.1030101,242.1030101,,P100,H500,Hewitt,,http://en.wikipedia.org/wiki/Rhinog_Fach,
1026,147,810,0.18,Beinn an Tuim,S,Glen Finnan,"https://www.google.com/maps/search/?api=1&query=56.89692131825454,-5.401285469409876",https://www.openstreetmap.org/search?query=56.89692131825454%2C-5.401285469409876,"56.89692131825454,-5.401285469409876",40,398E,NM 92950 83550,10D,174.9030101,156.9030101,,P100,H750,Corbett Top,,NA,
1032,146,501,0.29,Fastheugh Hill,S,Ettrick Hills,"https://www.google.com/maps/search/?api=1&query=55.53931740442379,-2.962918194845994",https://www.openstreetmap.org/search?query=55.53931740442379%2C-2.962918194845994,"55.53931740442379,-2.962918194845994",73,337,NT 39330 27710,28B,304.1755101,235.1755101,,P100,H500,SubMarilyn,,NA,
1032,146,521,0.28,Arkleton Hill,S,Dumfriesshire,"https://www.google.com/maps/search/?api=1&query=55.22015689080838,-2.936802459465387",https://www.openstreetmap.org/search?query=55.22015689080838%2C-2.936802459465387,"55.22015689080838,-2.936802459465387",79,"323N,324",NY 40500 92170,28B,320.3020101,248.3020101,,P100,H500,SubMarilyn,,NA,
1032,146,532,0.27,Colva Hill,W,Radnor Forest,"https://www.google.com/maps/search/?api=1&query=52.19088914401416,-3.179770569286419",https://www.openstreetmap.org/search?query=52.19088914401416%2C-3.179770569286419,"52.19088914401416,-3.179770569286419",148,148,SO 19449 55395,31B,380.7030101,245.7030101,,P100,H500,Dewey,,NA,
1032,146,639,0.23,Baca Ruadh,S,Skye - Trotternish,"https://www.google.com/maps/search/?api=1&query=57.53734991747526,-6.221482089428724",https://www.openstreetmap.org/search?query=57.53734991747526%2C-6.221482089428724,"57.53734991747526,-6.221482089428724",23,"408,409",NG 47450 57550,17A,525.1030101,197.1030101,,P100,H500,Graham Top,,NA,
1032,146,674,0.22,Beinn Eilde,S,Ben Alder Group,"https://www.google.com/maps/search/?api=1&query=56.934374385317945,-4.362363433577567",https://www.openstreetmap.org/search?query=56.934374385317945%2C-4.362363433577567,"56.934374385317945,-4.362363433577567",42,393,NN 56350 85050,04B,205.5020101,135.5020101,,P100,H500,Graham Top,,NA,
1032,146,711,0.21,Meall an t-Suidhe,S,Ben Nevis,"https://www.google.com/maps/search/?api=1&query=56.81073534003837,-5.049310812810313",https://www.openstreetmap.org/search?query=56.81073534003837%2C-5.049310812810313,"56.81073534003837,-5.049310812810313",41,392,NN 13950 72950,04A,227.1020101,132.1020101,,P100,H500,Graham Top,,NA,
1032,146,794,0.18,Meall Uaine,S,"Glens Callater, Shee & Ey","https://www.google.com/maps/search/?api=1&query=56.790068741720674,-3.457696876001225",https://www.openstreetmap.org/search?query=56.790068741720674%2C-3.457696876001225,"56.790068741720674,-3.457696876001225",43,387S,NO 11050 67450,06B,215.8040101,140.8040101,,P100,H750,Corbett Top,,NA,
1032,146,831,0.18,Cramalt Craig,S,Manor Hills,"https://www.google.com/maps/search/?api=1&query=55.50927511347826,-3.3182239184742364",https://www.openstreetmap.org/search?query=55.50927511347826%2C-3.3182239184742364,"55.50927511347826,-3.3182239184742364",72,336,NT 16845 24735,28B,304.0120101,235.0120101,,P100,H750,Corbett Top,,NA,
1032,146,902,0.16,Bowfell,E,Lakes: S Fells,"https://www.google.com/maps/search/?api=1&query=54.447811844331206,-3.1661411952001663",https://www.openstreetmap.org/search?query=54.447811844331206%2C-3.1661411952001663,"54.447811844331206,-3.1661411952001663","89,90",6N,NY 24480 06450,34B,336.0540101,251.0540101,,P100,H750,Hewitt,,http://en.wikipedia.org/wiki/Bowfell,
1032,146,909,0.16,Carn Gorm-loch,S,Strathvaich,"https://www.google.com/maps/search/?api=1&query=57.7785026175466,-4.827695555625865",https://www.openstreetmap.org/search?query=57.7785026175466%2C-4.827695555625865,"57.7785026175466,-4.827695555625865",20,"436N,436S",NH 31950 80050,15A,116.1520101,181.1520101,,P100,H750,Corbett Top,,NA,
1032,146,1244,0.12,Cairn Gorm,S,Cairngorms,"https://www.google.com/maps/search/?api=1&query=57.11667994036445,-3.644410363059765",https://www.openstreetmap.org/search?query=57.11667994036445%2C-3.644410363059765,"57.11667994036445,-3.644410363059765",36,403S,NJ 00520 04060,08A,211.0220101,141.0220101,,P100,H1000,Munro,,http://en.wikipedia.org/wiki/Cairn_Gorm,
1043,145,521,0.28,Moel y Gydros,W,Arenigs,"https://www.google.com/maps/search/?api=1&query=52.994798945647986,-3.618973928650749",https://www.openstreetmap.org/search?query=52.994798945647986%2C-3.618973928650749,"52.994798945647986,-3.618973928650749",116,"18E,264S",SH 91435 45390,30D,352.3030101,241.3030101,,P100,H500,Dewey,,NA,
1043,145,546,0.27,An Laogh,S,Coigach,"https://www.google.com/maps/search/?api=1&query=58.043157309385144,-5.11635794678447",https://www.openstreetmap.org/search?query=58.043157309385144%2C-5.11635794678447,"58.043157309385144,-5.11635794678447",15,439E,NC 16150 10250,16F,117.1020101,194.1020101,,P100,H500,SubMarilyn,,NA,
1043,145,556,0.26,Ceartabhal,S,North Harris,"https://www.google.com/maps/search/?api=1&query=58.004483004924595,-7.008239045169142",https://www.openstreetmap.org/search?query=58.004483004924595%2C-7.008239045169142,"58.004483004924595,-7.008239045169142",13,456,NB 04260 12675,24B,515.1020101,227.1020101,,P100,H500,SubMarilyn,,NA,
1043,145,573,0.25,Steygail,S,Lowther Hills,"https://www.google.com/maps/search/?api=1&query=55.357223089147226,-3.7544618007115385",https://www.openstreetmap.org/search?query=55.357223089147226%2C-3.7544618007115385,"55.357223089147226,-3.7544618007115385","71,78",329,NS 88870 08425,27C,304.7720101,235.7720101,,P100,H500,SubMarilyn,,NA,
1043,145,634,0.23,Carn Bad a'Chreamha,S,Inverinate,"https://www.google.com/maps/search/?api=1&query=57.28142815392017,-5.443351869531672",https://www.openstreetmap.org/search?query=57.28142815392017%2C-5.443351869531672,"57.28142815392017,-5.443351869531672","25,33",413N,NG 92550 26450,11A,153.4030101,160.4030101,,P100,H500,Graham Top,,NA,
1043,145,654,0.22,Meall Ban,S,Glen Creran,"https://www.google.com/maps/search/?api=1&query=56.59761368623413,-5.26513000900004",https://www.openstreetmap.org/search?query=56.59761368623413%2C-5.26513000900004,"56.59761368623413,-5.26513000900004",49,"376,384",NM 99650 49850,03B,239.1020101,124.1020101,,P100,H500,Graham Top,,NA,
1043,145,763,0.19,Wetherlam,E,Lakes: S Fells,"https://www.google.com/maps/search/?api=1&query=54.40045675645083,-3.0980191853241954",https://www.openstreetmap.org/search?query=54.40045675645083%2C-3.0980191853241954,"54.40045675645083,-3.0980191853241954","89,90",6N,NY 28815 01110,34D,336.2050101,251.2050101,,P100,H750,Hewitt,,http://en.wikipedia.org/wiki/Wetherlam,
1043,145,850,0.17,Hill of Strone,S,Glen Clova,"https://www.google.com/maps/search/?api=1&query=56.842531753732715,-3.1679306267834013",https://www.openstreetmap.org/search?query=56.842531753732715%2C-3.1679306267834013,"56.842531753732715,-3.1679306267834013",44,388S,NO 28850 72950,07A,215.0536101,140.0536101,,P100,H750,Corbett Top,,NA,
1043,145,903,0.16,Beinn a'Chumhainn,S,Corrour,"https://www.google.com/maps/search/?api=1&query=56.80548430759397,-4.519699544426668",https://www.openstreetmap.org/search?query=56.80548430759397%2C-4.519699544426668,"56.80548430759397,-4.519699544426668",42,"385E,393",NN 46250 71050,04B,205.2040101,135.2040101,,P100,H750,Corbett Top,,NA,
1043,145,1060,0.14,Sgurr Fiona,S,An Teallach,"https://www.google.com/maps/search/?api=1&query=57.800618503989696,-5.259456879560882",https://www.openstreetmap.org/search?query=57.800618503989696%2C-5.259456879560882,"57.800618503989696,-5.259456879560882",19,435N,NH 06405 83665,14A,124.1020101,175.1020101,,P100,H1000,Munro,,NA,
1053,144,509,0.28,Bwlch Mawr,W,Lleyn Peninsula,"https://www.google.com/maps/search/?api=1&query=53.00481959658431,-4.346287604601236",https://www.openstreetmap.org/search?query=53.00481959658431%2C-4.346287604601236,"53.00481959658431,-4.346287604601236",115123,254,SH 42662 47854,30A,372.5020101,237.5020101,,P100,H500,Dewey,,NA,
1053,144,512,0.28,Ard Bheinn,S,Arran,"https://www.google.com/maps/search/?api=1&query=55.545697943344265,-5.258897271957943",https://www.openstreetmap.org/search?query=55.545697943344265%2C-5.258897271957943,"55.545697943344265,-5.258897271957943","68,69",361S,NR 94504 32823,20C,580.6020101,223.6020101,,P100,H500,SubMarilyn,,NA,
1053,144,519,0.28,Marial Gwyn,W,Hiraethog,"https://www.google.com/maps/search/?api=1&query=53.08857018963752,-3.4949686896220475",https://www.openstreetmap.org/search?query=53.08857018963752%2C-3.4949686896220475,"53.08857018963752,-3.4949686896220475",116,264S,SH 99975 55640,30C,352.4030101,241.4030101,,P100,H500,Dewey,,NA,
1053,144,543,0.27,Mountbenger Law,S,Selkirkshire,"https://www.google.com/maps/search/?api=1&query=55.53688967881369,-3.091682011788926",https://www.openstreetmap.org/search?query=55.53688967881369%2C-3.091682011788926,"55.53688967881369,-3.091682011788926",73,337,NT 31200 27560,28B,304.0920101,235.0920101,,P100,H500,SubMarilyn,,NA,
1053,144,547,0.26,Beinn a'Bhutha,S,Assynt,"https://www.google.com/maps/search/?api=1&query=58.26842900660998,-4.900764257777713",https://www.openstreetmap.org/search?query=58.26842900660998%2C-4.900764257777713,"58.26842900660998,-4.900764257777713",15,"440N,442E",NC 29950 34750,16E,111.5050101,191.5050101,,P100,H500,SubMarilyn,,NA,
1053,144,569,0.25,Enoch Hill,S,Carsphairn Hills,"https://www.google.com/maps/search/?api=1&query=55.33360085309654,-4.26827975075342",https://www.openstreetmap.org/search?query=55.33360085309654%2C-4.26827975075342,"55.33360085309654,-4.26827975075342","71,77","327,328S",NS 56215 06738,27C,308.2030101,234.2030101,,P100,H500,SubMarilyn,,NA,
1053,144,639,0.23,Ben Inverveigh,S,Glen Etive to Glen Lochy,"https://www.google.com/maps/search/?api=1&query=56.50392403054761,-4.810476052407905",https://www.openstreetmap.org/search?query=56.50392403054761%2C-4.810476052407905,"56.50392403054761,-4.810476052407905",50,377E,NN 27125 38190,03C,246.6020101,127.6020101,,P100,H500,Graham Top,,NA,
1053,144,713,0.2,Sgurr Dhomhuill Mor,S,Moidart,"https://www.google.com/maps/search/?api=1&query=56.81996820113639,-5.704159361592878",https://www.openstreetmap.org/search?query=56.81996820113639%2C-5.704159361592878,"56.81996820113639,-5.704159361592878",40,390E,NM 74050 75950,18A,181.1020101,208.1020101,,P100,H500,Graham Top,,NA,
1053,144,718,0.2,Meall Bhasiter,S,Knoydart,"https://www.google.com/maps/search/?api=1&query=57.015384947727256,-5.549220619532559",https://www.openstreetmap.org/search?query=57.015384947727256%2C-5.549220619532559,"57.015384947727256,-5.549220619532559","33,40","398E,413S",NM 84630 97185,10B,169.7020101,148.7020101,,P100,H500,Graham Top,,NA,
1053,144,721,0.2,Meall Mor,S,Grey Corries,"https://www.google.com/maps/search/?api=1&query=56.79462937351381,-4.816969366506309",https://www.openstreetmap.org/search?query=56.79462937351381%2C-4.816969366506309,"56.79462937351381,-4.816969366506309",41,"385W,392",NN 28055 70550,04A,227.3040101,132.3040101,,P100,H500,Graham Top,,NA,
1053,144,849,0.17,Aonach Sgoilte,S,Knoydart,"https://www.google.com/maps/search/?api=1&query=57.06500871019423,-5.563533172390158",https://www.openstreetmap.org/search?query=57.06500871019423%2C-5.563533172390158,"57.06500871019423,-5.563533172390158",33,413S,NG 84050 02750,10B,169.1020101,148.1020101,,P100,H750,Corbett Top,,NA,
1053,144,982,0.15,Mullach na Dheiragain,S,Glen Affric,"https://www.google.com/maps/search/?api=1&query=57.28331472710525,-5.18624673014579",https://www.openstreetmap.org/search?query=57.28331472710525%2C-5.18624673014579,"57.28331472710525,-5.18624673014579","25,33",414N,NH 08050 25905,11A,151.3030101,159.3030101,,P100,H750,Munro,,NA,
1053,144,1011,0.14,Stob na Doire,S,Buachaille Etive Mor,"https://www.google.com/maps/search/?api=1&query=56.636708657677715,-4.924165760516079",https://www.openstreetmap.org/search?query=56.636708657677715%2C-4.924165760516079,"56.636708657677715,-4.924165760516079",41,384,NN 20760 53255,03B,234.1020101,121.1020101,,P100,H1000,MunroTop,,NA,
1053,144,1049,0.14,Sgurr Fhuar-thuill,S,Strathfarrar,"https://www.google.com/maps/search/?api=1&query=57.44957395155651,-4.941698235543122",https://www.openstreetmap.org/search?query=57.44957395155651%2C-4.941698235543122,"57.44957395155651,-4.941698235543122",25,430,NH 23585 43740,12A,147.1020101,166.1020101,,P100,H1000,Munro,,NA,
1067,143,528,0.27,Cilfaesty Hill,W,Radnor Forest,"https://www.google.com/maps/search/?api=1&query=52.447741734746785,-3.2843846498095424",https://www.openstreetmap.org/search?query=52.447741734746785%2C-3.2843846498095424,"52.447741734746785,-3.2843846498095424",136,136,SO 12805 84085,31B,380.2040101,245.2040101,,P100,H500,Dewey,,NA,
